Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX14014294	SRR17853469	2022-02-02 22:12:16	2022-02-01 19:36:31	15031043	4509312900	15031043	300	1364		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17853/SRR17853469/SRR17853469.lite.1	GSM5856768	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP357956	PRJNA802663		802663	SRS11852108	SAMN25563455	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM5856768							no					SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, UNIVERSITY OF CHINESE ACADEMY OF SCIENCES	SRA1365610		public	0FBBB09C5FF4EFFD3CF74675ADDC4C96	B5BDF27D261AAFA5FF1FF86B221C3ECD		
SRX14014295	SRR17853468	2022-02-02 22:12:16	2022-02-01 19:37:11	15915149	4774544700	15915149	300	1430		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17853/SRR17853468/SRR17853468.lite.1	GSM5856769	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP357956	PRJNA802663		802663	SRS11852109	SAMN25563454	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM5856769							no					SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, UNIVERSITY OF CHINESE ACADEMY OF SCIENCES	SRA1365610		public	037EDD510DBB717FFD4ABB658DFBE351	9BC7248E8463C2B6F7DC7627CB061764		
SRX1640094	SRR3234484	2016-03-21 09:29:05	2016-03-17 18:56:13	2931703	234536240	2931703	80	138		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234484/SRR3234484.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346789	SAMN04566044	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092847							no					GEO	SRA386158		public	5D2BE4D001E2B4D673BF0392EBA66812	71F5F858874FB43FBFE57B94A283916F		
SRX1640095	SRR3234485	2016-03-21 09:29:05	2016-03-17 18:56:17	3056278	244502240	3056278	80	140		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234485/SRR3234485.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346788	SAMN04566045	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092848							no					GEO	SRA386158		public	7B642C7D23A80D095F0E4F6E88949B83	9BD3363430C5819B1AB6FC1ABDC0BB4E		
SRX1640096	SRR3234486	2016-03-21 09:29:05	2016-03-17 18:56:11	2907406	232592480	2907406	80	133		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234486/SRR3234486.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346787	SAMN04566046	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092849							no					GEO	SRA386158		public	F94A09791C6E3BCB1BC5DD7004CE34E0	657BE44BD5D35751ACE8AA4FBE530087		
SRX1640097	SRR3234487	2016-03-21 09:29:05	2016-03-17 18:56:12	2755459	220436720	2755459	80	126		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234487/SRR3234487.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346786	SAMN04566047	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092850							no					GEO	SRA386158		public	15D330114E9840887898F223227F78AD	D436DEEDDF5BC6963F1DB0D0AEE07EDA		
SRX1640098	SRR3234488	2016-03-21 09:29:05	2016-03-17 18:56:02	2422563	193805040	2422563	80	112		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234488/SRR3234488.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346785	SAMN04566048	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092851							no					GEO	SRA386158		public	695E5FA28C7F0F4BB97D8C97669CDDE4	DF6DB65530FEB4AE5472F4B7707F8405		
SRX1640099	SRR3234489	2016-03-21 09:29:05	2016-03-17 18:56:10	3009979	240798320	3009979	80	140		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234489/SRR3234489.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346784	SAMN04566049	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092852							no					GEO	SRA386158		public	253424E633DA092F9A7D6DB2B8389D80	7DBF46CDEC7B94C8B7DB2607F023A159		
SRX1640100	SRR3234490	2016-03-21 09:29:05	2016-03-17 18:56:05	2646714	211737120	2646714	80	121		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234490/SRR3234490.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346783	SAMN04566050	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092853							no					GEO	SRA386158		public	8476E90FF62DA1FB2F7FE9DE0B9D4C4C	81542BD949235B6B8BA7B4BB09CBCD81		
SRX1640101	SRR3234491	2016-03-21 09:29:05	2016-03-17 18:56:12	3123184	249854720	3123184	80	145		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234491/SRR3234491.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346782	SAMN04566051	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092854							no					GEO	SRA386158		public	332AE110CBD75E1074229AFA641D9D91	19DBBD980A4A16E97B36D39403451417		
SRX1640102	SRR3234492	2016-03-21 09:29:05	2016-03-17 18:55:50	2415413	193233040	2415413	80	112		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234492/SRR3234492.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346781	SAMN04566052	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092855							no					GEO	SRA386158		public	4690A17C423880AFC941099313F9BBDD	663AF2D895BA44FA0C0D0ECA9784FAE0		
SRX1640103	SRR3234493	2016-03-21 09:29:05	2016-03-17 18:56:44	2661979	212958320	2661979	80	123		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234493/SRR3234493.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346780	SAMN04566053	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092856							no					GEO	SRA386158		public	4A9D7DFA97ED5E27AB28B02B69A54FA4	55F58542B2F2CA28AAA89DC9E3D2F8ED		
SRX1640104	SRR3234494	2016-03-21 09:29:05	2016-03-17 18:55:39	2449122	195929760	2449122	80	115		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234494/SRR3234494.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346778	SAMN04566054	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092857							no					GEO	SRA386158		public	7765AC332ED08005F66D1C4964223DB7	C36B3FC278E791F0D1136C8CE68B325E		
SRX1640105	SRR3234495	2016-03-21 09:29:05	2016-03-17 18:55:37	2495201	199616080	2495201	80	115		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234495/SRR3234495.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346779	SAMN04566055	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092858							no					GEO	SRA386158		public	DFE46CEE97F19A9563F93E0A373C39D4	B79AA13C5BBE8A20D180AF7423B3D428		
SRX1640106	SRR3234496	2016-03-21 09:29:05	2016-03-17 18:55:32	2760549	220843920	2760549	80	128		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234496/SRR3234496.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346777	SAMN04566056	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092859							no					GEO	SRA386158		public	FADF31E651E15007B98FB24FACDC8203	4067564B2987F1D2F8AB7095C17A5394		
SRX1640107	SRR3234497	2016-03-21 09:29:05	2016-03-17 18:55:13	2479032	198322560	2479032	80	115		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234497/SRR3234497.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346775	SAMN04566057	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092860							no					GEO	SRA386158		public	4605ED9C99E05BC0C8E774C0CE03CF2D	290B00DAF1F3B44619F99AECB60257B8		
SRX1640108	SRR3234498	2016-03-21 09:29:05	2016-03-17 18:55:11	2254349	180347920	2254349	80	104		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234498/SRR3234498.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346776	SAMN04566058	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092861							no					GEO	SRA386158		public	A728F9F9F36C878B050AD9B883740FA6	2574B26B4C0425ED2DCC4C5D1D381281		
SRX1640109	SRR3234499	2016-03-21 09:29:05	2016-03-17 18:55:18	2954645	236371600	2954645	80	141		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234499/SRR3234499.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346774	SAMN04566059	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092862							no					GEO	SRA386158		public	5BA6E8B2EF8F12E094B3DE0B7EDAD2E4	FFFA08EAA2BE32167AE89DC81B43A025		
SRX1640110	SRR3234500	2016-03-21 09:29:05	2016-03-17 18:55:25	2556556	204524480	2556556	80	118		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234500/SRR3234500.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346773	SAMN04566060	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092863							no					GEO	SRA386158		public	6CDED000BD9BBE49201D1A0D79EA651E	6E987E0C842C2936293886AC90428334		
SRX1640111	SRR3234501	2016-03-21 09:29:05	2016-03-17 18:56:28	2962544	237003520	2962544	80	137		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234501/SRR3234501.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346772	SAMN04566040	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092864							no					GEO	SRA386158		public	04259AA81F69C358E7A75189DE4DDB4B	4604C377F511CEA583BE98172A03C2FB		
SRX1640112	SRR3234502	2016-03-21 09:29:05	2016-03-17 18:55:19	3043554	243484320	3043554	80	141		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234502/SRR3234502.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346771	SAMN04566041	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092865							no					GEO	SRA386158		public	38B97F8D3A446A0CED426F058D472E24	BDF2281DC95E7868E8B55CBF58E65710		
SRX1640113	SRR3234503	2016-03-21 09:29:05	2016-03-17 18:55:40	3745934	299674720	3745934	80	172		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234503/SRR3234503.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346770	SAMN04566042	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092866							no					GEO	SRA386158		public	50C2DD93E4196BD131FB34913811F6B7	5D0CEB2C1901643787A270C857009CDA		
SRX1640114	SRR3234504	2016-03-21 09:29:05	2016-03-17 18:55:14	2411689	192935120	2411689	80	115		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234504/SRR3234504.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346769	SAMN04566043	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092867							no					GEO	SRA386158		public	32E683F0BCB965B03F9399BECBAA158E	BCB126C4869270CFFDAC838649697AED		
SRX1640115	SRR3234505	2016-03-21 09:29:05	2016-03-17 18:55:12	2699081	215926480	2699081	80	125		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234505/SRR3234505.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346768	SAMN04566034	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092868							no					GEO	SRA386158		public	2795DBCE07AF794C8ABD3F48E35774C4	9FA0B83F1FDB54F70B6664477CECD31C		
SRX1640116	SRR3234506	2016-03-21 09:29:05	2016-03-17 18:55:26	3301824	264145920	3301824	80	154		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234506/SRR3234506.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346767	SAMN04566035	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092869							no					GEO	SRA386158		public	9CA8CE2670A8C8899C7B07F50574F675	773E441D7F44D6FE3B70BFD60289CA7A		
SRX1640117	SRR3234507	2016-03-21 09:29:05	2016-03-17 18:57:22	3000574	240045920	3000574	80	139		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234507/SRR3234507.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346766	SAMN04566036	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092870							no					GEO	SRA386158		public	416B26BD2D248F1BF1714EF73DCB6C6C	9398D704A6168CAAE16EBFF57C594126		
SRX1640118	SRR3234508	2016-03-21 09:29:05	2016-03-17 18:55:03	2152932	172234560	2152932	80	101		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234508/SRR3234508.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346765	SAMN04566037	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092871							no					GEO	SRA386158		public	1C81E1772FC24D152E166C72AD046663	238CF20AA5D469962DD095C6F08948D0		
SRX1640119	SRR3234509	2016-03-21 09:29:05	2016-03-17 18:55:13	2523653	201892240	2523653	80	118		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234509/SRR3234509.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346763	SAMN04566038	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092872							no					GEO	SRA386158		public	57B71E45FE0F3CB66939ECA1F12EB6D8	08B2B0658477A355C0E00202560BC836		
SRX1640120	SRR3234510	2016-03-21 09:29:05	2016-03-17 18:55:11	2766738	221339040	2766738	80	128		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/234/SRR3234510/SRR3234510.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP071951	PRJNA315575	2.0	315575	SRS1346764	SAMN04566039	simple	59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986	GSM2092873							no					GEO	SRA386158		public	2E9201BB1D9E57BFEDB89600A13B6995	E00DFD5B9D39DE8E12281F9C55864C7B		
