# Program:featureCounts v2.0.1; Command:"featureCounts" "--fracOverlap" "0.5" "-T" "8" "-s" "0" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX315307_cds.txt" "SRX315307.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX315307.bam
BSU_00400	AL009126.3	48629	49942	+	1314	28
BSU_00410	AL009126.3	50087	50647	+	561	5
BSU_00420	AL009126.3	50640	51518	+	879	5
BSU_00430	AL009126.3	51680	52552	+	873	17
BSU_00440	AL009126.3	52763	53023	+	261	6
BSU_00450	AL009126.3	53183	53368	+	186	3
BSU_00460	AL009126.3	53516	54385	+	870	11
BSU_00470	AL009126.3	54441	55298	+	858	4
BSU_00480	AL009126.3	55295	55672	+	378	4
BSU_00490	AL009126.3	55866	56159	+	294	3
BSU_00500	AL009126.3	56352	57722	+	1371	8
BSU_00510	AL009126.3	57745	58698	+	954	16
BSU_00520	AL009126.3	58783	59397	+	615	9
BSU_00530	AL009126.3	59504	60070	+	567	4
BSU_00540	AL009126.3	60130	60360	+	231	0
BSU_00550	AL009126.3	60430	63963	+	3534	94
BSU_00560	AL009126.3	64099	64635	+	537	33
BSU_00570	AL009126.3	64817	66415	+	1599	28
BSU_00580	AL009126.3	66405	67874	+	1470	22
BSU_00590	AL009126.3	67877	68137	+	261	5
BSU_00600	AL009126.3	68216	68518	+	303	5
BSU_00610	AL009126.3	68515	69150	+	636	9
BSU_00620	AL009126.3	69168	69545	+	378	12
BSU_00630	AL009126.3	69626	70012	+	387	11
BSU_00640	AL009126.3	70538	73021	+	2484	39
BSU_00650	AL009126.3	73106	73843	+	738	14
BSU_00660	AL009126.3	73809	74825	+	1017	12
BSU_00670	AL009126.3	74929	76347	+	1419	14
BSU_00680	AL009126.3	76344	76886	+	543	3
BSU_00690	AL009126.3	76984	78897	+	1914	24
BSU_00700	AL009126.3	79092	79868	+	777	4
BSU_00710	AL009126.3	79880	80755	+	876	16
BSU_00720	AL009126.3	80802	81695	+	894	12
BSU_00730	AL009126.3	81771	82697	+	927	16
BSU_00740	AL009126.3	82864	84276	+	1413	17
BSU_00750	AL009126.3	84290	84874	+	585	5
BSU_00760	AL009126.3	84874	85755	+	882	21
BSU_00770	AL009126.3	85737	86594	+	858	6
BSU_00780	AL009126.3	86587	86949	+	363	4
BSU_00790	AL009126.3	86946	87449	+	504	5
BSU_00800	AL009126.3	87401	87610	+	210	11
BSU_00810	AL009126.3	87634	88635	+	1002	7
BSU_00820	AL009126.3	88727	90226	+	1500	20
BSU_00830	AL009126.3	101449	101913	+	465	17
BSU_00840	AL009126.3	101927	102484	+	558	106
BSU_00850	AL009126.3	102484	103575	+	1092	17
BSU_00860	AL009126.3	103572	106004	+	2433	29
BSU_00870	AL009126.3	106096	107472	+	1377	16
BSU_00880	AL009126.3	107476	108558	+	1083	17
BSU_00890	AL009126.3	108674	109774	+	1101	18
BSU_00900	AL009126.3	109789	110487	+	699	11
BSU_00910	AL009126.3	110480	110956	+	477	8
BSU_00920	AL009126.3	111047	112498	+	1452	38
BSU_00930	AL009126.3	112800	113453	+	654	6
BSU_00940	AL009126.3	113450	114850	+	1401	22
BSU_00950	AL009126.3	114854	115285	+	432	3
BSU_00960	AL009126.3	115269	116018	+	750	11
BSU_00970	AL009126.3	116025	116537	+	513	1
BSU_00980	AL009126.3	116600	117256	+	657	14
BSU_00990	AL009126.3	117349	117498	+	150	25
BSU_01000	AL009126.3	117532	117711	+	180	4
BSU_01010	AL009126.3	117890	118423	+	534	7
BSU_01020	AL009126.3	118591	119016	+	426	2
BSU_01030	AL009126.3	119111	119809	+	699	6
BSU_01040	AL009126.3	120061	120561	+	501	5
BSU_01050	AL009126.3	120607	120978	+	372	2
BSU_01060	AL009126.3	121068	121673	+	606	10
BSU_01070	AL009126.3	121919	125500	+	3582	39
BSU_01080	AL009126.3	125562	129161	+	3600	98
BSU_01090	AL009126.3	129340	129588	+	249	3
BSU_01100	AL009126.3	129702	130118	+	417	8
BSU_01110	AL009126.3	130160	130630	+	471	4
BSU_01120	AL009126.3	130684	132762	+	2079	11
BSU_01130	AL009126.3	132882	134072	+	1191	4
BSU_01140	AL009126.3	134171	135127	+	957	10
BSU_01150	AL009126.3	135364	135672	+	309	5
BSU_01160	AL009126.3	135712	136341	+	630	10
BSU_01170	AL009126.3	136369	136992	+	624	5
BSU_01180	AL009126.3	136992	137279	+	288	2
BSU_01190	AL009126.3	137311	138144	+	834	10
BSU_01200	AL009126.3	138202	138480	+	279	5
BSU_01210	AL009126.3	138497	138838	+	342	0
BSU_01220	AL009126.3	138842	139498	+	657	16
BSU_01230	AL009126.3	139500	139934	+	435	4
BSU_01240	AL009126.3	139924	140124	+	201	3
BSU_01250	AL009126.3	140147	140410	+	264	3
BSU_01260	AL009126.3	140451	140819	+	369	6
BSU_01270	AL009126.3	140857	141168	+	312	3
BSU_01280	AL009126.3	141195	141734	+	540	4
BSU_01290	AL009126.3	141757	141942	+	186	2
BSU_01300	AL009126.3	141974	142372	+	399	1
BSU_01310	AL009126.3	142402	142941	+	540	6
BSU_01320	AL009126.3	142974	143336	+	363	7
BSU_01330	AL009126.3	143361	143861	+	501	1
BSU_01340	AL009126.3	143875	144054	+	180	0
BSU_01350	AL009126.3	144085	144525	+	441	351
BSU_01360	AL009126.3	144527	145822	+	1296	27
BSU_01370	AL009126.3	145877	146530	+	654	9
BSU_01380	AL009126.3	146527	147273	+	747	6
BSU_01389	AL009126.3	147312	147536	+	225	4
BSU_01390	AL009126.3	147585	147803	+	219	0
BSU_01400	AL009126.3	147837	147950	+	114	1
BSU_01410	AL009126.3	147973	148338	+	366	3
BSU_01420	AL009126.3	148359	148754	+	396	12
BSU_01430	AL009126.3	148931	149875	+	945	21
BSU_01440	AL009126.3	149953	150315	+	363	0
BSU_01450	AL009126.3	150443	151288	+	846	18
BSU_01460	AL009126.3	151303	152133	+	831	12
BSU_01470	AL009126.3	152130	152927	+	798	18
BSU_01480	AL009126.3	152937	153680	+	744	7
BSU_01490	AL009126.3	153842	154279	+	438	1
BSU_01500	AL009126.3	154300	154692	+	393	0
BSU_01510	AL009126.3	155156	155923	+	768	6
BSU_01520	AL009126.3	156109	156552	+	444	2
BSU_01530	AL009126.3	156612	157325	+	714	39
BSU_01540	AL009126.3	157421	158479	+	1059	10
BSU_01550	AL009126.3	158515	159072	-	558	11
BSU_01560	AL009126.3	159182	159778	+	597	6
BSU_01570	AL009126.3	159779	160543	-	765	5
BSU_01580	AL009126.3	177083	178519	+	1437	14
BSU_01590	AL009126.3	178665	179585	+	921	9
BSU_01600	AL009126.3	179595	180347	-	753	11
BSU_01610	AL009126.3	180344	181354	-	1011	17
BSU_01620	AL009126.3	181347	182351	-	1005	59
BSU_01630	AL009126.3	182370	183323	-	954	257
BSU_01640	AL009126.3	183414	185003	-	1590	79
BSU_01650	AL009126.3	185194	186438	-	1245	70
BSU_01660	AL009126.3	186452	188380	-	1929	22
BSU_01670	AL009126.3	188408	189733	-	1326	16
BSU_01680	AL009126.3	189790	191157	-	1368	9
BSU_01690	AL009126.3	191183	192034	-	852	17
BSU_01700	AL009126.3	192051	192965	-	915	5
BSU_01710	AL009126.3	193075	193557	-	483	13
BSU_01720	AL009126.3	193570	194025	-	456	3
BSU_01730	AL009126.3	194849	195412	+	564	3
BSU_01740	AL009126.3	195426	196052	+	627	2
BSU_01750	AL009126.3	196213	197034	+	822	7
BSU_01760	AL009126.3	197027	198478	+	1452	13
BSU_01770	AL009126.3	198497	199843	+	1347	95
BSU_01780	AL009126.3	200277	202079	+	1803	27
BSU_01790	AL009126.3	202126	202266	+	141	1
BSU_01800	AL009126.3	202547	203458	-	912	11
BSU_01810	AL009126.3	203729	204364	+	636	13
BSU_01820	AL009126.3	204351	204890	+	540	14
BSU_01830	AL009126.3	205409	206926	+	1518	13
BSU_01845	AL009126.3	206941	209556	+	2616	34
BSU_01860	AL009126.3	209633	210160	+	528	6
BSU_01870	AL009126.3	210224	210514	+	291	5
BSU_01880	AL009126.3	210572	210946	+	375	16
BSU_01889	AL009126.3	211429	211731	+	303	5
BSU_01890	AL009126.3	211859	213031	+	1173	21
BSU_01900	AL009126.3	213155	213469	+	315	2
BSU_01910	AL009126.3	213941	214108	+	168	0
BSU_01920	AL009126.3	214175	215407	+	1233	13
BSU_01935	AL009126.3	215404	216894	+	1491	22
BSU_01950	AL009126.3	216913	217632	+	720	7
BSU_01960	AL009126.3	217697	219040	+	1344	13
BSU_01970	AL009126.3	219087	219602	+	516	3
BSU_01980	AL009126.3	219607	220032	+	426	1
BSU_01990	AL009126.3	220279	221256	+	978	10
BSU_02000	AL009126.3	221258	221929	+	672	11
BSU_02010	AL009126.3	221950	222912	+	963	9
BSU_02019	AL009126.3	222971	223234	+	264	1
BSU_02030	AL009126.3	223219	223989	-	771	6
BSU_02040	AL009126.3	224075	224932	-	858	9
BSU_02050	AL009126.3	225064	226248	+	1185	72
BSU_02060	AL009126.3	226566	227954	+	1389	14
BSU_02070	AL009126.3	228066	228314	+	249	3
BSU_02080	AL009126.3	228331	228522	+	192	1
BSU_02090	AL009126.3	228549	229352	-	804	9
BSU_02100	AL009126.3	229525	230778	+	1254	43
BSU_02110	AL009126.3	230819	231079	-	261	1
BSU_02120	AL009126.3	231348	232967	+	1620	31
BSU_02130	AL009126.3	233014	233895	-	882	11
BSU_02140	AL009126.3	233994	235328	-	1335	15
BSU_02150	AL009126.3	235625	235873	+	249	1
BSU_02160	AL009126.3	235965	236882	+	918	12
BSU_02170	AL009126.3	236879	238129	+	1251	14
BSU_02180	AL009126.3	238164	238448	-	285	3
BSU_02181	AL009126.3	238354	238476	-	123	0
BSU_02190	AL009126.3	238644	239555	-	912	14
BSU_02200	AL009126.3	239644	241842	-	2199	27
BSU_02210	AL009126.3	241917	242837	-	921	11
BSU_02220	AL009126.3	242834	243661	-	828	14
BSU_02230	AL009126.3	243892	245046	+	1155	4
BSU_02240	AL009126.3	245190	246131	+	942	9
BSU_02250	AL009126.3	246094	246492	+	399	4
BSU_02260	AL009126.3	246658	247548	+	891	14
BSU_02270	AL009126.3	247744	248277	+	534	5
BSU_02280	AL009126.3	248268	248756	+	489	5
BSU_02290	AL009126.3	248749	249540	+	792	20
BSU_02300	AL009126.3	249595	249873	+	279	3
BSU_02310	AL009126.3	249979	251319	+	1341	14
BSU_02320	AL009126.3	251427	252314	+	888	29
BSU_02330	AL009126.3	252514	253482	+	969	13
BSU_02340	AL009126.3	253518	254762	-	1245	19
BSU_02350	AL009126.3	254907	256802	-	1896	14
BSU_02360	AL009126.3	256823	257572	-	750	4
BSU_02370	AL009126.3	257791	258498	+	708	14
BSU_02380	AL009126.3	258532	258807	+	276	3
BSU_02390	AL009126.3	259016	260086	+	1071	88
BSU_02400	AL009126.3	260123	261535	-	1413	49
BSU_02410	AL009126.3	261656	262603	-	948	15
BSU_02420	AL009126.3	262732	264168	-	1437	41
BSU_02430	AL009126.3	264191	265174	-	984	10
BSU_02440	AL009126.3	265476	266708	+	1233	9
BSU_02450	AL009126.3	266719	267663	+	945	14
BSU_02460	AL009126.3	267890	268816	+	927	22
BSU_02470	AL009126.3	268846	270312	+	1467	15
BSU_02480	AL009126.3	270396	271763	+	1368	27
BSU_02490	AL009126.3	271800	273167	+	1368	19
BSU_02500	AL009126.3	273237	273938	+	702	9
BSU_02510	AL009126.3	274029	275561	+	1533	34
BSU_02520	AL009126.3	275838	276758	+	921	12
BSU_02530	AL009126.3	277160	277321	+	162	1
BSU_02540	AL009126.3	277342	278280	+	939	24
BSU_02550	AL009126.3	278377	279057	+	681	4
BSU_02560	AL009126.3	279059	279994	+	936	4
BSU_02570	AL009126.3	280086	281009	+	924	6
BSU_02580	AL009126.3	281028	281714	+	687	10
BSU_02585	AL009126.3	281675	281809	-	135	0
BSU_02590	AL009126.3	281769	282155	-	387	4
BSU_02600	AL009126.3	282469	282897	+	429	2
BSU_02610	AL009126.3	283003	283734	+	732	52
BSU_02619	AL009126.3	283816	283992	+	177	0
BSU_02620	AL009126.3	284011	285762	+	1752	26
BSU_02630	AL009126.3	285775	285987	+	213	4
BSU_02640	AL009126.3	286048	286776	+	729	18
BSU_02650	AL009126.3	286773	287420	-	648	6
BSU_02660	AL009126.3	287499	288611	+	1113	99
BSU_02670	AL009126.3	288653	290092	-	1440	31
BSU_02680	AL009126.3	290132	290698	-	567	13
BSU_02690	AL009126.3	290915	292042	+	1128	10
BSU_02700	AL009126.3	292205	292843	+	639	8
BSU_02710	AL009126.3	292881	293264	-	384	2
BSU_02720	AL009126.3	293499	294575	+	1077	11
BSU_02730	AL009126.3	294615	295571	-	957	12
BSU_02740	AL009126.3	295584	296285	-	702	18
BSU_02750	AL009126.3	296429	297169	+	741	8
BSU_02760	AL009126.3	297170	298330	+	1161	13
BSU_02770	AL009126.3	298466	299398	+	933	13
BSU_02780	AL009126.3	299438	300502	-	1065	14
BSU_02785	AL009126.3	300525	300656	-	132	8
BSU_02790	AL009126.3	300830	302248	+	1419	80
BSU_02800	AL009126.3	302435	303796	+	1362	29
BSU_02810	AL009126.3	303804	304307	-	504	11
BSU_02820	AL009126.3	304430	305551	+	1122	182
BSU_02830	AL009126.3	305658	306434	+	777	18
BSU_02840	AL009126.3	306459	308144	+	1686	16
BSU_02850	AL009126.3	308332	309291	+	960	5
BSU_02860	AL009126.3	309347	310042	+	696	7
BSU_02870	AL009126.3	310000	310842	+	843	17
BSU_02880	AL009126.3	310880	311875	-	996	23
BSU_02890	AL009126.3	312159	312758	+	600	4
BSU_02900	AL009126.3	312780	313361	+	582	4
BSU_02910	AL009126.3	313396	313974	+	579	5
BSU_02920	AL009126.3	314025	314798	+	774	8
BSU_02930	AL009126.3	314883	316496	+	1614	35
BSU_02940	AL009126.3	316512	317603	+	1092	23
BSU_02950	AL009126.3	317725	318927	+	1203	6
BSU_02960	AL009126.3	319180	320352	-	1173	13
BSU_02970	AL009126.3	320421	320723	-	303	4
BSU_02980	AL009126.3	321013	322269	+	1257	18
BSU_02990	AL009126.3	322271	323119	+	849	6
BSU_03000	AL009126.3	323119	324000	+	882	12
BSU_03010	AL009126.3	324038	325189	-	1152	11
BSU_03020	AL009126.3	325339	326772	+	1434	12
BSU_03030	AL009126.3	326888	327469	+	582	25
BSU_03040	AL009126.3	327618	329597	+	1980	38
BSU_03050	AL009126.3	329774	330739	+	966	41
BSU_03060	AL009126.3	330771	332396	+	1626	24
BSU_03070	AL009126.3	332441	333979	-	1539	24
BSU_03080	AL009126.3	334092	334556	+	465	7
BSU_03090	AL009126.3	334630	335259	+	630	11
BSU_03100	AL009126.3	335329	336090	+	762	9
BSU_03110	AL009126.3	336092	337432	-	1341	24
BSU_03120	AL009126.3	337562	338158	+	597	7
BSU_03130	AL009126.3	338288	339106	+	819	7
BSU_03140	AL009126.3	339156	339749	-	594	15
BSU_03150	AL009126.3	340025	340585	+	561	130
BSU_03160	AL009126.3	340613	341374	-	762	12
BSU_03170	AL009126.3	341492	342466	+	975	18
BSU_03180	AL009126.3	342538	343494	+	957	12
BSU_03190	AL009126.3	343578	344360	+	783	12
BSU_03200	AL009126.3	344551	345462	+	912	18
BSU_03210	AL009126.3	345479	347026	+	1548	18
BSU_03220	AL009126.3	347150	348571	+	1422	25
BSU_03230	AL009126.3	348724	349959	+	1236	38
BSU_03240	AL009126.3	349996	350853	-	858	17
BSU_03250	AL009126.3	350858	351742	-	885	12
BSU_03260	AL009126.3	351842	352696	-	855	3
BSU_03270	AL009126.3	352858	353868	+	1011	14
BSU_03280	AL009126.3	353900	355351	-	1452	11
BSU_03290	AL009126.3	355412	355732	-	321	10
BSU_03300	AL009126.3	355764	358181	-	2418	49
BSU_03310	AL009126.3	358303	360435	-	2133	27
BSU_03320	AL009126.3	360442	362757	-	2316	41
BSU_03330	AL009126.3	362937	364142	+	1206	21
BSU_03340	AL009126.3	364259	365173	+	915	5
BSU_03350	AL009126.3	365170	365754	+	585	3
BSU_03359	AL009126.3	365850	366035	+	186	5
BSU_03360	AL009126.3	366063	367256	+	1194	19
BSU_03370	AL009126.3	367305	367985	-	681	5
BSU_03380	AL009126.3	367995	368858	-	864	19
BSU_03385	AL009126.3	369020	369217	+	198	3
BSU_03390	AL009126.3	369236	369691	+	456	1
BSU_03400	AL009126.3	369773	370105	+	333	5
BSU_03410	AL009126.3	370259	371692	+	1434	31
BSU_03420	AL009126.3	371729	372127	-	399	1
BSU_03430	AL009126.3	372154	372603	-	450	4
BSU_03440	AL009126.3	372771	374492	-	1722	34
BSU_03450	AL009126.3	374603	375160	-	558	4
BSU_03460	AL009126.3	375166	375798	-	633	15
BSU_03470	AL009126.3	376032	376394	+	363	4
BSU_03480	AL009126.3	376968	387731	+	10764	162
BSU_03490	AL009126.3	387744	398495	+	10752	136
BSU_03500	AL009126.3	390880	391020	+	141	0
BSU_03510	AL009126.3	398532	402359	+	3828	81
BSU_03520	AL009126.3	402388	403116	+	729	8
BSU_03530	AL009126.3	403217	404443	+	1227	15
BSU_03540	AL009126.3	404458	405015	-	558	3
BSU_03550	AL009126.3	405069	406007	-	939	3
BSU_03560	AL009126.3	406131	407465	+	1335	25
BSU_03569	AL009126.3	407460	407627	-	168	8
BSU_03570	AL009126.3	407638	408135	-	498	7
BSU_03580	AL009126.3	408240	408887	-	648	7
BSU_03590	AL009126.3	409208	409951	-	744	6
BSU_03600	AL009126.3	409965	410669	-	705	5
BSU_03610	AL009126.3	410656	411462	-	807	85
BSU_03620	AL009126.3	411578	412450	-	873	22
BSU_03630	AL009126.3	412540	413154	+	615	9
BSU_03640	AL009126.3	413157	414578	+	1422	20
BSU_03651	AL009126.3	414595	414822	+	228	6
BSU_03652	AL009126.3	414819	415283	+	465	8
BSU_03660	AL009126.3	415350	416195	+	846	22
BSU_03670	AL009126.3	416235	417713	-	1479	19
BSU_03680	AL009126.3	417993	419747	+	1755	50
BSU_03690	AL009126.3	419763	419984	-	222	4
BSU_03700	AL009126.3	420110	421744	+	1635	42
BSU_03710	AL009126.3	421734	422957	+	1224	20
BSU_03720	AL009126.3	422982	424103	+	1122	10
BSU_03730	AL009126.3	424208	424888	-	681	18
BSU_03740	AL009126.3	424904	426364	-	1461	18
BSU_03750	AL009126.3	426577	427260	+	684	6
BSU_03760	AL009126.3	427247	428668	+	1422	117
BSU_03770	AL009126.3	428831	429979	+	1149	3543
BSU_03780	AL009126.3	429963	430085	+	123	4
BSU_03788	AL009126.3	430185	430274	-	90	2
BSU_03789	AL009126.3	430356	430469	-	114	1
BSU_03790	AL009126.3	430623	431987	-	1365	16
BSU_03800	AL009126.3	432372	433322	+	951	8
BSU_03810	AL009126.3	433315	434262	+	948	45
BSU_03820	AL009126.3	434256	435014	+	759	6
BSU_03830	AL009126.3	435036	435989	+	954	13
BSU_03840	AL009126.3	436036	437454	-	1419	56
BSU_03850	AL009126.3	437474	438352	-	879	24
BSU_03860	AL009126.3	438516	439265	-	750	8
BSU_03870	AL009126.3	439282	439569	-	288	13
BSU_03880	AL009126.3	439709	440023	+	315	12
BSU_03890	AL009126.3	440025	441464	-	1440	21
BSU_03900	AL009126.3	441571	442881	+	1311	18
BSU_03910	AL009126.3	442950	444338	+	1389	16
BSU_03920	AL009126.3	444461	445324	+	864	7
BSU_03930	AL009126.3	445344	446129	+	786	10
BSU_03940	AL009126.3	446174	446788	-	615	11
BSU_03950	AL009126.3	446801	448426	-	1626	32
BSU_03960	AL009126.3	448461	449033	-	573	3
BSU_03970	AL009126.3	449198	449551	+	354	1
BSU_03981	AL009126.3	449724	451160	+	1437	14
BSU_03982	AL009126.3	451185	451616	+	432	6
BSU_03990	AL009126.3	451618	452739	+	1122	7
BSU_04000	AL009126.3	452830	453894	+	1065	18
BSU_04010	AL009126.3	454029	454592	+	564	8
BSU_04020	AL009126.3	454652	455260	-	609	7
BSU_04030	AL009126.3	455346	455738	+	393	7
BSU_04039	AL009126.3	455771	455935	-	165	3
BSU_04040	AL009126.3	456068	456817	+	750	2
BSU_04050	AL009126.3	457023	457796	+	774	10
BSU_04060	AL009126.3	457811	459025	+	1215	18
BSU_04070	AL009126.3	459049	459822	+	774	6
BSU_04080	AL009126.3	459867	460589	+	723	9
BSU_04090	AL009126.3	460592	461599	+	1008	9
BSU_04100	AL009126.3	461615	462367	+	753	7
BSU_04110	AL009126.3	462431	463072	+	642	14
BSU_04120	AL009126.3	463245	463490	+	246	3
BSU_04130	AL009126.3	463496	463783	-	288	5
BSU_04140	AL009126.3	463934	465940	+	2007	45
BSU_04150	AL009126.3	466042	466944	+	903	12
BSU_04160	AL009126.3	467130	469214	+	2085	32
BSU_04170	AL009126.3	469426	470937	+	1512	43
BSU_04180	AL009126.3	470957	471502	-	546	6
BSU_04190	AL009126.3	471709	472569	+	861	6
BSU_04200	AL009126.3	472585	473088	+	504	5
BSU_04210	AL009126.3	473174	473725	+	552	1
BSU_04220	AL009126.3	473803	474225	+	423	3
BSU_04230	AL009126.3	474731	475540	+	810	11
BSU_04240	AL009126.3	475584	475874	-	291	6
BSU_04250	AL009126.3	476059	476493	+	435	7
BSU_04260	AL009126.3	476558	478741	+	2184	25
BSU_04270	AL009126.3	478944	480032	+	1089	15
BSU_04280	AL009126.3	480013	480864	+	852	6
BSU_04290	AL009126.3	480875	482584	+	1710	21
BSU_04300	AL009126.3	482577	483839	+	1263	60
BSU_04310	AL009126.3	483845	485956	+	2112	34
BSU_04320	AL009126.3	486432	488255	+	1824	27
BSU_04330	AL009126.3	488314	488763	+	450	8
BSU_04340	AL009126.3	488830	490554	+	1725	19
BSU_04345	AL009126.3	490546	490749	-	204	0
BSU_04359	AL009126.3	490777	491043	-	267	0
BSU_04360	AL009126.3	491147	492424	-	1278	13
BSU_04370	AL009126.3	492654	492911	-	258	5
BSU_04380	AL009126.3	492989	493441	-	453	7
BSU_04390	AL009126.3	493559	494377	+	819	82
BSU_04400	AL009126.3	494506	494877	+	372	4
BSU_04410	AL009126.3	495009	495350	+	342	2
BSU_04420	AL009126.3	495344	495703	+	360	0
BSU_04430	AL009126.3	495740	496561	-	822	8
BSU_04440	AL009126.3	496646	497698	-	1053	8
BSU_04450	AL009126.3	497768	499375	+	1608	76
BSU_04460	AL009126.3	499365	500045	+	681	6
BSU_04470	AL009126.3	500166	501431	+	1266	5
BSU_04480	AL009126.3	501579	502631	+	1053	19
BSU_04490	AL009126.3	502908	503834	+	927	14
BSU_04500	AL009126.3	503854	504594	+	741	8
BSU_04510	AL009126.3	504689	505024	+	336	5
BSU_04520	AL009126.3	505152	506297	+	1146	13
BSU_04530	AL009126.3	506322	506501	-	180	0
BSU_04536	AL009126.3	506455	506619	-	165	1
BSU_04540	AL009126.3	506866	507738	+	873	9
BSU_04550	AL009126.3	507753	508073	-	321	10
BSU_04560	AL009126.3	508248	509312	+	1065	11
BSU_04570	AL009126.3	509384	510757	+	1374	19
BSU_04580	AL009126.3	511157	512641	+	1485	17
BSU_04590	AL009126.3	512814	513293	+	480	1
BSU_04600	AL009126.3	513283	514764	+	1482	23
BSU_04610	AL009126.3	515016	515615	-	600	7
BSU_04620	AL009126.3	515710	516075	+	366	3
BSU_04630	AL009126.3	516241	517257	+	1017	22
BSU_04640	AL009126.3	517372	518541	+	1170	18
BSU_04650	AL009126.3	518657	518938	+	282	8
BSU_04660	AL009126.3	518943	519293	+	351	7
BSU_04670	AL009126.3	519408	520232	+	825	17
BSU_04680	AL009126.3	520237	520602	+	366	6
BSU_04690	AL009126.3	520606	521007	+	402	12
BSU_04700	AL009126.3	521019	522026	+	1008	4
BSU_04710	AL009126.3	522088	522417	+	330	0
BSU_04720	AL009126.3	522414	522896	+	483	3
BSU_04730	AL009126.3	522862	523650	+	789	18
BSU_04740	AL009126.3	523650	524249	+	600	7
BSU_04745	AL009126.3	524360	524476	+	117	2
BSU_04750	AL009126.3	524492	524785	+	294	2
BSU_04760	AL009126.3	524782	525222	+	441	4
BSU_04770	AL009126.3	525206	525649	+	444	26
BSU_04780	AL009126.3	525743	527902	+	2160	30
BSU_04785	AL009126.3	527912	528025	-	114	1
BSU_04790	AL009126.3	528129	528581	+	453	11
BSU_04800	AL009126.3	529505	530611	-	1107	15
BSU_04810	AL009126.3	530624	531133	-	510	1
BSU_04820	AL009126.3	531130	531513	-	384	3
BSU_04830	AL009126.3	531787	531981	+	195	3
BSU_04839	AL009126.3	531978	532238	+	261	2
BSU_04840	AL009126.3	532292	532552	+	261	7
BSU_04849	AL009126.3	532758	532886	+	129	0
BSU_04850	AL009126.3	532922	533302	+	381	8
BSU_04860	AL009126.3	533338	534780	+	1443	24
BSU_04870	AL009126.3	534773	535831	+	1059	25
BSU_04880	AL009126.3	536096	536365	+	270	3
BSU_04890	AL009126.3	536404	536670	+	267	14
BSU_04900	AL009126.3	536687	536995	+	309	2
BSU_04910	AL009126.3	536985	538049	+	1065	10
BSU_04920	AL009126.3	538061	538309	+	249	2
BSU_04930	AL009126.3	538322	538846	+	525	1
BSU_04940	AL009126.3	538734	541229	+	2496	50
BSU_04950	AL009126.3	541248	541574	+	327	4
BSU_04960	AL009126.3	541578	544025	+	2448	69
BSU_04970	AL009126.3	544022	545011	+	990	13
BSU_04980	AL009126.3	545026	545532	+	507	13
BSU_04990	AL009126.3	545595	545975	+	381	9
BSU_05000	AL009126.3	546166	546966	-	801	7
BSU_05010	AL009126.3	547306	548481	+	1176	13
BSU_05020	AL009126.3	548438	548557	+	120	0
BSU_05030	AL009126.3	548710	549651	+	942	30
